user_id,content_id,session_date,watched_seconds,total_seconds,completion_rate,genre,primary_genre,content_type,rating,subscription_type,user_age,country,monthly_revenue,duration_bucket
user_001,content_095,2024-02-07,556,2328,0.23883161512027493,documentary,documentary,series,6.0,premium,32,DE,13.99,Short
user_001,content_098,2024-03-30,141,1510,0.09337748344370861,horror,horror,documentary,6.8,premium,32,DE,13.99,Very Short
user_001,content_100,2024-03-07,103,2318,0.04443485763589301,thriller,thriller,documentary,8.5,premium,32,DE,13.99,Short
user_002,content_012,2024-02-05,242,4283,0.05650245155265001,sci-fi,sci-fi,series,8.0,standard,68,CA,8.99,Long
user_002,content_013,2024-01-09,246,2086,0.11792905081495686,sci-fi,sci-fi,series,8.4,standard,68,CA,8.99,Short
user_002,content_015,2024-01-23,26,2581,0.010073614877954282,drama,drama,movie,7.8,standard,68,CA,8.99,Medium
user_002,content_032,2024-02-29,527,3602,0.14630760688506386,drama,drama,movie,7.8,standard,68,CA,8.99,Long
user_002,content_046,2024-03-29,3800,6335,0.5998421468034728,thriller,thriller,movie,8.8,standard,68,CA,8.99,Very Long
user_002,content_049,2024-03-25,145,829,0.17490952955367914,drama,drama,series,6.1,standard,68,CA,8.99,Very Short
user_002,content_053,2024-02-14,1759,4287,0.41031024026125495,comedy,comedy,movie,7.1,standard,68,CA,8.99,Long
user_002,content_061,2024-03-09,958,4852,0.19744435284418796,sci-fi,sci-fi,movie,6.9,standard,68,CA,8.99,Very Long
user_002,content_068,2024-01-01,337,4620,0.07294372294372295,documentary,documentary,movie,7.3,standard,68,CA,8.99,Very Long
user_002,content_072,2024-03-24,316,2758,0.11457577955039884,horror,horror,documentary,9.4,standard,68,CA,8.99,Medium
user_002,content_081,2024-01-31,351,752,0.46675531914893614,romance,romance,documentary,9.3,standard,68,CA,8.99,Very Short
user_003,content_002,2024-03-25,439,2525,0.17386138613861385,documentary,documentary,documentary,9.5,premium,35,UK,17.99,Short
user_003,content_008,2024-02-06,181,2677,0.06761299962644751,sci-fi,sci-fi,movie,6.3,premium,35,UK,17.99,Medium
user_003,content_013,2024-01-03,263,2252,0.11678507992895204,sci-fi,sci-fi,series,8.4,premium,35,UK,17.99,Short
user_003,content_014,2024-03-25,83,3212,0.025840597758405977,thriller,thriller,documentary,9.4,premium,35,UK,17.99,Medium
user_003,content_023,2024-01-03,227,3716,0.06108719052744887,romance,romance,series,7.0,premium,35,UK,17.99,Long
user_003,content_025,2024-03-16,1303,6731,0.19358193433367998,sci-fi,sci-fi,movie,9.3,premium,35,UK,17.99,Very Long
user_003,content_038,2024-03-27,394,1961,0.20091789903110657,comedy,comedy,movie,8.5,premium,35,UK,17.99,Short
user_003,content_039,2024-01-15,254,2751,0.09233006179571066,horror,horror,documentary,8.3,premium,35,UK,17.99,Medium
user_003,content_039,2024-02-08,1106,2494,0.44346431435445066,horror,horror,documentary,8.3,premium,35,UK,17.99,Short
user_003,content_039,2024-02-28,664,2664,0.24924924924924924,horror,horror,documentary,8.3,premium,35,UK,17.99,Medium
user_003,content_043,2024-03-06,3722,6657,0.5591107105302688,comedy,comedy,documentary,9.3,premium,35,UK,17.99,Very Long
user_003,content_052,2024-01-28,3252,7362,0.4417277913610432,horror,horror,movie,6.6,premium,35,UK,17.99,Very Long
user_003,content_052,2024-02-29,1523,3198,0.47623514696685426,horror,horror,movie,6.6,premium,35,UK,17.99,Medium
user_003,content_066,2024-03-06,797,3780,0.21084656084656084,drama,drama,series,8.0,premium,35,UK,17.99,Long
user_003,content_071,2024-01-29,418,2023,0.20662382600098864,action,action,series,9.4,premium,35,UK,17.99,Short
user_003,content_072,2024-01-01,762,3908,0.19498464687819858,horror,horror,documentary,9.4,premium,35,UK,17.99,Long
user_003,content_073,2024-03-31,617,4076,0.1513738959764475,action,action,movie,9.3,premium,35,UK,17.99,Long
user_003,content_078,2024-02-10,1256,3731,0.33663897078531224,comedy,comedy,series,6.3,premium,35,UK,17.99,Long
user_003,content_084,2024-02-27,420,2428,0.17298187808896212,romance,romance,movie,7.6,premium,35,UK,17.99,Short
user_003,content_085,2024-03-16,94,480,0.19583333333333333,romance,romance,movie,9.2,premium,35,UK,17.99,Very Short
user_003,content_086,2024-02-04,473,3088,0.15317357512953367,drama,drama,documentary,9.2,premium,35,UK,17.99,Medium
user_003,content_091,2024-01-03,1051,4472,0.23501788908765653,thriller,thriller,documentary,6.4,premium,35,UK,17.99,Very Long
user_003,content_094,2024-02-08,19,2084,0.009117082533589251,comedy,comedy,series,7.3,premium,35,UK,17.99,Short
user_004,content_009,2024-02-14,647,4483,0.1443229979924158,sci-fi,sci-fi,movie,7.7,premium,56,JP,8.99,Very Long
user_004,content_012,2024-02-05,207,3352,0.06175417661097852,sci-fi,sci-fi,series,8.0,premium,56,JP,8.99,Medium
user_004,content_013,2024-01-30,916,3813,0.24023078940466824,sci-fi,sci-fi,series,8.4,premium,56,JP,8.99,Long
user_004,content_014,2024-01-07,269,3748,0.07177161152614728,thriller,thriller,documentary,9.4,premium,56,JP,8.99,Long
user_004,content_016,2024-01-20,204,3296,0.061893203883495146,thriller,thriller,documentary,7.6,premium,56,JP,8.99,Medium
user_004,content_019,2024-01-12,319,2225,0.14337078651685392,romance,romance,movie,8.1,premium,56,JP,8.99,Short
user_004,content_019,2024-02-06,296,4241,0.06979485970290025,romance,romance,movie,8.1,premium,56,JP,8.99,Long
user_004,content_024,2024-01-08,31,3632,0.008535242290748899,action,action,movie,6.5,premium,56,JP,8.99,Long
user_004,content_031,2024-03-22,46,3615,0.01272475795297372,thriller,thriller,documentary,8.9,premium,56,JP,8.99,Long
user_004,content_043,2024-01-17,73,2601,0.028066128412149175,comedy,comedy,documentary,9.3,premium,56,JP,8.99,Medium
user_004,content_051,2024-02-06,533,2820,0.18900709219858156,comedy,comedy,movie,7.9,premium,56,JP,8.99,Medium
user_004,content_067,2024-02-16,132,3609,0.03657522859517872,thriller,thriller,movie,9.0,premium,56,JP,8.99,Long
user_004,content_072,2024-03-27,60,1146,0.05235602094240838,horror,horror,documentary,9.4,premium,56,JP,8.99,Very Short
user_004,content_078,2024-03-15,735,2461,0.2986590816741162,comedy,comedy,series,6.3,premium,56,JP,8.99,Short
user_004,content_081,2024-02-16,1254,6530,0.19203675344563553,romance,romance,documentary,9.3,premium,56,JP,8.99,Very Long
user_004,content_085,2024-03-24,2733,7657,0.3569283009011362,romance,romance,movie,9.2,premium,56,JP,8.99,Very Long
user_004,content_086,2024-01-15,426,1010,0.42178217821782177,drama,drama,documentary,9.2,premium,56,JP,8.99,Very Short
user_004,content_086,2024-02-20,471,2516,0.1872019077901431,drama,drama,documentary,9.2,premium,56,JP,8.99,Short
user_004,content_087,2024-02-04,3120,6259,0.49848218565266017,thriller,thriller,movie,9.2,premium,56,JP,8.99,Very Long
user_004,content_089,2024-02-02,396,3562,0.1111734980348119,thriller,thriller,series,7.9,premium,56,JP,8.99,Long
user_005,content_002,2024-03-20,158,1083,0.1458910433979686,documentary,documentary,documentary,9.5,premium,21,DE,13.99,Very Short
user_005,content_003,2024-01-26,3133,7305,0.4288843258042437,documentary,documentary,series,7.0,premium,21,DE,13.99,Very Long
user_005,content_003,2024-03-07,682,2307,0.29562201993931514,documentary,documentary,series,7.0,premium,21,DE,13.99,Short
user_005,content_012,2024-03-12,510,1858,0.2744886975242196,sci-fi,sci-fi,series,8.0,premium,21,DE,13.99,Short
user_005,content_015,2024-01-03,422,2183,0.19331195602382042,drama,drama,movie,7.8,premium,21,DE,13.99,Short
user_005,content_025,2024-03-26,317,4602,0.06888309430682311,sci-fi,sci-fi,movie,9.3,premium,21,DE,13.99,Very Long
user_005,content_030,2024-02-19,34,2234,0.01521933751119069,thriller,thriller,series,8.7,premium,21,DE,13.99,Short
user_005,content_031,2024-03-16,294,3978,0.07390648567119155,thriller,thriller,documentary,8.9,premium,21,DE,13.99,Long
user_005,content_036,2024-02-18,501,4121,0.12157243387527299,sci-fi,sci-fi,series,7.9,premium,21,DE,13.99,Long
user_005,content_039,2024-02-29,334,3449,0.09683966367062917,horror,horror,documentary,8.3,premium,21,DE,13.99,Long
user_005,content_047,2024-02-01,715,3600,0.1986111111111111,romance,romance,series,8.1,premium,21,DE,13.99,Long
user_005,content_053,2024-03-26,125,3683,0.033939723051859896,comedy,comedy,movie,7.1,premium,21,DE,13.99,Long
user_005,content_061,2024-01-07,623,4006,0.15551672491263105,sci-fi,sci-fi,movie,6.9,premium,21,DE,13.99,Long
user_005,content_061,2024-01-23,794,1496,0.5307486631016043,sci-fi,sci-fi,movie,6.9,premium,21,DE,13.99,Very Short
user_005,content_061,2024-02-06,3088,9735,0.317205957883924,sci-fi,sci-fi,movie,6.9,premium,21,DE,13.99,Very Long
user_005,content_061,2024-02-14,1087,4844,0.22440132122213047,sci-fi,sci-fi,movie,6.9,premium,21,DE,13.99,Very Long
user_005,content_066,2024-03-21,178,3335,0.05337331334332834,drama,drama,series,8.0,premium,21,DE,13.99,Medium
user_005,content_067,2024-02-18,450,4238,0.10618216139688533,thriller,thriller,movie,9.0,premium,21,DE,13.99,Long
user_005,content_068,2024-03-05,59,3678,0.016041326808047852,documentary,documentary,movie,7.3,premium,21,DE,13.99,Long
user_005,content_073,2024-03-01,155,3439,0.04507124164001163,action,action,movie,9.3,premium,21,DE,13.99,Medium
user_005,content_074,2024-02-27,259,3753,0.06901145750066613,thriller,thriller,series,8.1,premium,21,DE,13.99,Long
user_005,content_082,2024-02-21,2195,6172,0.35563836681788724,horror,horror,documentary,7.6,premium,21,DE,13.99,Very Long
user_005,content_082,2024-03-30,208,1468,0.14168937329700274,horror,horror,documentary,7.6,premium,21,DE,13.99,Very Short
user_005,content_086,2024-01-01,2586,5744,0.45020891364902504,drama,drama,documentary,9.2,premium,21,DE,13.99,Very Long
user_005,content_092,2024-01-05,115,966,0.11904761904761904,sci-fi,sci-fi,documentary,7.3,premium,21,DE,13.99,Very Short
user_006,content_009,2024-02-20,642,2722,0.23585598824393827,sci-fi,sci-fi,movie,7.7,basic,24,BR,17.99,Medium
user_006,content_014,2024-03-25,62,2706,0.022912047302291204,thriller,thriller,documentary,9.4,basic,24,BR,17.99,Medium
user_006,content_015,2024-02-01,1041,1565,0.6651757188498403,drama,drama,movie,7.8,basic,24,BR,17.99,Very Short
user_006,content_029,2024-02-29,3395,9157,0.37075461395653597,sci-fi,sci-fi,series,8.0,basic,24,BR,17.99,Very Long
user_006,content_030,2024-02-18,5068,7001,0.7238965862019712,thriller,thriller,series,8.7,basic,24,BR,17.99,Very Long
user_006,content_036,2024-02-01,814,2861,0.2845159035302342,sci-fi,sci-fi,series,7.9,basic,24,BR,17.99,Medium
user_006,content_038,2024-02-21,407,3069,0.13261648745519714,comedy,comedy,movie,8.5,basic,24,BR,17.99,Medium
user_006,content_040,2024-02-14,1009,3481,0.28985923585176676,comedy,comedy,movie,9.3,basic,24,BR,17.99,Long
user_006,content_044,2024-03-19,67,2800,0.023928571428571428,drama,drama,movie,7.0,basic,24,BR,17.99,Medium
user_006,content_048,2024-01-07,439,3549,0.12369681600450831,thriller,thriller,movie,7.2,basic,24,BR,17.99,Long
user_006,content_048,2024-03-13,1044,4698,0.2222222222222222,thriller,thriller,movie,7.2,basic,24,BR,17.99,Very Long
user_006,content_049,2024-02-06,257,1042,0.24664107485604606,drama,drama,series,6.1,basic,24,BR,17.99,Very Short
user_006,content_051,2024-03-05,368,3351,0.10981796478663086,comedy,comedy,movie,7.9,basic,24,BR,17.99,Medium
user_006,content_060,2024-02-16,2623,6960,0.376867816091954,documentary,documentary,series,7.8,basic,24,BR,17.99,Very Long
user_006,content_061,2024-01-07,102,2229,0.04576043068640646,sci-fi,sci-fi,movie,6.9,basic,24,BR,17.99,Short
user_006,content_061,2024-02-09,3998,5391,0.7416063810053793,sci-fi,sci-fi,movie,6.9,basic,24,BR,17.99,Very Long
user_006,content_061,2024-02-22,250,4945,0.05055611729019211,sci-fi,sci-fi,movie,6.9,basic,24,BR,17.99,Very Long
user_006,content_062,2024-03-31,998,2602,0.3835511145272867,romance,romance,series,7.9,basic,24,BR,17.99,Medium
user_006,content_079,2024-03-20,704,1665,0.4228228228228228,comedy,comedy,movie,8.5,basic,24,BR,17.99,Very Short
user_006,content_082,2024-03-09,104,1897,0.05482340537691091,horror,horror,documentary,7.6,basic,24,BR,17.99,Short
user_006,content_091,2024-02-06,1145,4548,0.2517590149516271,thriller,thriller,documentary,6.4,basic,24,BR,17.99,Very Long
user_006,content_091,2024-02-27,175,3328,0.052584134615384616,thriller,thriller,documentary,6.4,basic,24,BR,17.99,Medium
user_006,content_096,2024-01-28,447,1633,0.2737293325168402,action,action,series,8.4,basic,24,BR,17.99,Very Short
user_006,content_099,2024-02-11,152,3942,0.038559107052257735,thriller,thriller,series,6.1,basic,24,BR,17.99,Long
user_007,content_005,2024-03-23,644,3618,0.17799889441680486,documentary,documentary,movie,7.1,premium,68,BR,8.99,Long
user_007,content_018,2024-01-01,956,5076,0.18833727344365642,thriller,thriller,movie,8.6,premium,68,BR,8.99,Very Long
user_007,content_024,2024-02-18,344,2782,0.12365204888569374,action,action,movie,6.5,premium,68,BR,8.99,Medium
user_007,content_027,2024-03-30,757,4296,0.17621042830540037,thriller,thriller,movie,6.4,premium,68,BR,8.99,Long
user_007,content_028,2024-03-31,527,3289,0.16023107327455152,romance,romance,movie,9.0,premium,68,BR,8.99,Medium
user_007,content_034,2024-01-20,401,1797,0.223149693934335,drama,drama,documentary,7.1,premium,68,BR,8.99,Short
user_007,content_049,2024-03-01,5866,8421,0.6965918536990856,drama,drama,series,6.1,premium,68,BR,8.99,Very Long
user_007,content_061,2024-02-03,901,1953,0.46134152585765487,sci-fi,sci-fi,movie,6.9,premium,68,BR,8.99,Short
user_007,content_065,2024-03-08,208,3195,0.06510172143974961,comedy,comedy,movie,8.7,premium,68,BR,8.99,Medium
user_007,content_066,2024-01-16,383,3705,0.10337381916329284,drama,drama,series,8.0,premium,68,BR,8.99,Long
user_007,content_081,2024-03-03,583,4366,0.13353183692166742,romance,romance,documentary,9.3,premium,68,BR,8.99,Long
user_007,content_092,2024-01-19,488,2582,0.1890007745933385,sci-fi,sci-fi,documentary,7.3,premium,68,BR,8.99,Medium
user_007,content_095,2024-03-09,2258,8720,0.2589449541284404,documentary,documentary,series,6.0,premium,68,BR,8.99,Very Long
user_007,content_100,2024-01-29,1099,1690,0.6502958579881657,thriller,thriller,documentary,8.5,premium,68,BR,8.99,Very Short
user_008,content_001,2024-01-06,1019,1633,0.6240048989589713,action,action,series,7.2,premium,20,FR,8.99,Very Short
user_008,content_005,2024-03-19,82,895,0.09162011173184358,documentary,documentary,movie,7.1,premium,20,FR,8.99,Very Short
user_008,content_011,2024-03-19,159,4641,0.03425985778926956,sci-fi,sci-fi,documentary,8.0,premium,20,FR,8.99,Very Long
user_008,content_013,2024-01-01,772,4002,0.19290354822588707,sci-fi,sci-fi,series,8.4,premium,20,FR,8.99,Long
user_008,content_021,2024-03-07,442,5230,0.08451242829827915,horror,horror,movie,7.8,premium,20,FR,8.99,Very Long
user_008,content_034,2024-03-31,423,4155,0.10180505415162455,drama,drama,documentary,7.1,premium,20,FR,8.99,Long
user_008,content_035,2024-01-21,22,937,0.023479188900747065,sci-fi,sci-fi,series,6.8,premium,20,FR,8.99,Very Short
user_008,content_040,2024-02-21,1544,3568,0.4327354260089686,comedy,comedy,movie,9.3,premium,20,FR,8.99,Long
user_008,content_040,2024-03-01,323,1355,0.23837638376383763,comedy,comedy,movie,9.3,premium,20,FR,8.99,Very Short
user_008,content_041,2024-02-24,198,3776,0.0524364406779661,action,action,documentary,7.8,premium,20,FR,8.99,Long
user_008,content_045,2024-02-28,781,4242,0.1841112682696841,documentary,documentary,movie,8.9,premium,20,FR,8.99,Long
user_008,content_053,2024-01-06,461,1451,0.3177119228118539,comedy,comedy,movie,7.1,premium,20,FR,8.99,Very Short
user_008,content_054,2024-02-09,200,3913,0.051111679018655765,sci-fi,sci-fi,documentary,6.6,premium,20,FR,8.99,Long
user_008,content_059,2024-02-29,729,2503,0.2912504994007191,comedy,comedy,movie,6.7,premium,20,FR,8.99,Short
user_008,content_059,2024-03-27,358,2156,0.1660482374768089,comedy,comedy,movie,6.7,premium,20,FR,8.99,Short
user_008,content_064,2024-03-19,585,3452,0.1694669756662804,documentary,documentary,movie,6.9,premium,20,FR,8.99,Long
user_008,content_071,2024-03-01,370,518,0.7142857142857143,action,action,series,9.4,premium,20,FR,8.99,Very Short
user_008,content_072,2024-03-18,363,4503,0.08061292471685542,horror,horror,documentary,9.4,premium,20,FR,8.99,Very Long
user_008,content_074,2024-01-20,186,4070,0.0457002457002457,thriller,thriller,series,8.1,premium,20,FR,8.99,Long
user_008,content_085,2024-02-23,152,3057,0.049721949623814196,romance,romance,movie,9.2,premium,20,FR,8.99,Medium
user_008,content_100,2024-01-27,865,4997,0.17310386231739044,thriller,thriller,documentary,8.5,premium,20,FR,8.99,Very Long
user_009,content_012,2024-03-31,101,828,0.12198067632850242,sci-fi,sci-fi,series,8.0,basic,58,US,8.99,Very Short
user_009,content_014,2024-03-16,101,2338,0.043199315654405476,thriller,thriller,documentary,9.4,basic,58,US,8.99,Short
user_009,content_018,2024-01-25,225,3948,0.056990881458966566,thriller,thriller,movie,8.6,basic,58,US,8.99,Long
user_009,content_031,2024-03-14,920,4008,0.22954091816367264,thriller,thriller,documentary,8.9,basic,58,US,8.99,Long
user_009,content_034,2024-01-14,1028,2727,0.376971030436377,drama,drama,documentary,7.1,basic,58,US,8.99,Medium
user_009,content_038,2024-02-17,271,2599,0.1042708734128511,comedy,comedy,movie,8.5,basic,58,US,8.99,Medium
user_009,content_045,2024-02-01,1374,5007,0.274415817855003,documentary,documentary,movie,8.9,basic,58,US,8.99,Very Long
user_009,content_062,2024-01-30,2724,6708,0.40608228980322003,romance,romance,series,7.9,basic,58,US,8.99,Very Long
user_009,content_064,2024-02-16,372,3996,0.09309309309309309,documentary,documentary,movie,6.9,basic,58,US,8.99,Long
user_009,content_065,2024-02-12,1080,2198,0.4913557779799818,comedy,comedy,movie,8.7,basic,58,US,8.99,Short
user_009,content_072,2024-03-16,1400,4682,0.299017513882956,horror,horror,documentary,9.4,basic,58,US,8.99,Very Long
user_009,content_074,2024-01-13,652,3980,0.16381909547738693,thriller,thriller,series,8.1,basic,58,US,8.99,Long
user_009,content_076,2024-01-12,311,4234,0.07345299952763344,documentary,documentary,documentary,8.9,basic,58,US,8.99,Long
user_009,content_082,2024-01-14,304,2602,0.11683320522674866,horror,horror,documentary,7.6,basic,58,US,8.99,Medium
user_009,content_088,2024-02-01,357,860,0.41511627906976745,drama,drama,series,7.9,basic,58,US,8.99,Very Short
user_009,content_098,2024-02-27,26,1270,0.02047244094488189,horror,horror,documentary,6.8,basic,58,US,8.99,Very Short
user_009,content_100,2024-03-22,427,3404,0.1254406580493537,thriller,thriller,documentary,8.5,basic,58,US,8.99,Medium
user_010,content_006,2024-02-11,780,3653,0.21352313167259787,documentary,documentary,series,7.6,standard,28,JP,13.99,Long
user_010,content_009,2024-02-05,686,4174,0.16435074269286057,sci-fi,sci-fi,movie,7.7,standard,28,JP,13.99,Long
user_010,content_010,2024-01-22,4294,8233,0.5215595773108223,thriller,thriller,movie,7.3,standard,28,JP,13.99,Very Long
user_010,content_026,2024-01-30,679,3811,0.17816845972185777,horror,horror,series,6.8,standard,28,JP,13.99,Long
user_010,content_048,2024-03-10,129,779,0.16559691912708602,thriller,thriller,movie,7.2,standard,28,JP,13.99,Very Short
user_010,content_057,2024-01-30,1646,6465,0.2546017014694509,romance,romance,movie,7.4,standard,28,JP,13.99,Very Long
user_010,content_064,2024-02-19,748,1646,0.45443499392466585,documentary,documentary,movie,6.9,standard,28,JP,13.99,Very Short
user_010,content_071,2024-03-08,754,2622,0.28756674294431733,action,action,series,9.4,standard,28,JP,13.99,Medium
user_010,content_082,2024-03-07,143,3049,0.04690062315513283,horror,horror,documentary,7.6,standard,28,JP,13.99,Medium
user_010,content_088,2024-03-04,1087,1608,0.6759950248756219,drama,drama,series,7.9,standard,28,JP,13.99,Very Short
user_011,content_009,2024-01-26,991,2933,0.3378793044664166,sci-fi,sci-fi,movie,7.7,premium,46,BR,17.99,Medium
user_011,content_010,2024-02-14,570,4195,0.13587604290822408,thriller,thriller,movie,7.3,premium,46,BR,17.99,Long
user_011,content_013,2024-03-06,128,1411,0.09071580439404678,sci-fi,sci-fi,series,8.4,premium,46,BR,17.99,Very Short
user_011,content_014,2024-01-20,561,5019,0.11177525403466826,thriller,thriller,documentary,9.4,premium,46,BR,17.99,Very Long
user_011,content_018,2024-01-06,38,1231,0.030869212022745736,thriller,thriller,movie,8.6,premium,46,BR,17.99,Very Short
user_011,content_023,2024-01-05,210,3470,0.06051873198847262,romance,romance,series,7.0,premium,46,BR,17.99,Long
user_011,content_024,2024-01-22,66,1641,0.04021937842778794,action,action,movie,6.5,premium,46,BR,17.99,Very Short
user_011,content_060,2024-02-04,344,4004,0.08591408591408592,documentary,documentary,series,7.8,premium,46,BR,17.99,Long
user_011,content_062,2024-01-09,1054,4938,0.2134467395706764,romance,romance,series,7.9,premium,46,BR,17.99,Very Long
user_011,content_065,2024-02-20,3089,7667,0.402895526281466,comedy,comedy,movie,8.7,premium,46,BR,17.99,Very Long
user_011,content_089,2024-01-04,283,2891,0.09789000345901072,thriller,thriller,series,7.9,premium,46,BR,17.99,Medium
user_011,content_089,2024-02-14,876,4066,0.21544515494343336,thriller,thriller,series,7.9,premium,46,BR,17.99,Long
user_011,content_092,2024-01-12,3791,5467,0.6934333272361441,sci-fi,sci-fi,documentary,7.3,premium,46,BR,17.99,Very Long
user_011,content_095,2024-03-11,129,1666,0.07743097238895558,documentary,documentary,series,6.0,premium,46,BR,17.99,Very Short
user_012,content_007,2024-02-18,433,2373,0.18246944795617362,drama,drama,documentary,7.5,standard,64,BR,8.99,Short
user_012,content_007,2024-03-02,121,2207,0.054825555052106935,drama,drama,documentary,7.5,standard,64,BR,8.99,Short
user_012,content_014,2024-03-08,1830,4028,0.4543197616683218,thriller,thriller,documentary,9.4,standard,64,BR,8.99,Long
user_012,content_015,2024-01-17,3980,9182,0.4334567632324112,drama,drama,movie,7.8,standard,64,BR,8.99,Very Long
user_012,content_015,2024-02-02,1099,1722,0.6382113821138211,drama,drama,movie,7.8,standard,64,BR,8.99,Very Short
user_012,content_016,2024-03-31,200,2425,0.08247422680412371,thriller,thriller,documentary,7.6,standard,64,BR,8.99,Short
user_012,content_017,2024-03-09,680,4497,0.1512119190571492,comedy,comedy,documentary,6.7,standard,64,BR,8.99,Very Long
user_012,content_019,2024-03-25,224,2943,0.07611281005776419,romance,romance,movie,8.1,standard,64,BR,8.99,Medium
user_012,content_023,2024-01-21,54,2497,0.021625951141369643,romance,romance,series,7.0,standard,64,BR,8.99,Short
user_012,content_026,2024-03-10,387,4488,0.08622994652406417,horror,horror,series,6.8,standard,64,BR,8.99,Very Long
user_012,content_029,2024-02-02,333,3921,0.08492731446059679,sci-fi,sci-fi,series,8.0,standard,64,BR,8.99,Long
user_012,content_033,2024-01-10,184,2195,0.08382687927107062,thriller,thriller,series,8.3,standard,64,BR,8.99,Short
user_012,content_034,2024-01-17,1847,7663,0.24102831789116533,drama,drama,documentary,7.1,standard,64,BR,8.99,Very Long
user_012,content_036,2024-01-19,855,3099,0.2758954501452081,sci-fi,sci-fi,series,7.9,standard,64,BR,8.99,Medium
user_012,content_041,2024-01-01,949,4375,0.21691428571428573,action,action,documentary,7.8,standard,64,BR,8.99,Very Long
user_012,content_041,2024-01-02,315,1811,0.17393705135284374,action,action,documentary,7.8,standard,64,BR,8.99,Short
user_012,content_056,2024-03-12,194,1002,0.1936127744510978,action,action,series,7.4,standard,64,BR,8.99,Very Short
user_012,content_057,2024-03-03,351,2748,0.1277292576419214,romance,romance,movie,7.4,standard,64,BR,8.99,Medium
user_012,content_065,2024-03-29,387,4630,0.08358531317494601,comedy,comedy,movie,8.7,standard,64,BR,8.99,Very Long
user_012,content_071,2024-01-31,482,2813,0.1713473160327053,action,action,series,9.4,standard,64,BR,8.99,Medium
user_012,content_076,2024-03-25,530,2784,0.1903735632183908,documentary,documentary,documentary,8.9,standard,64,BR,8.99,Medium
user_013,content_008,2024-01-05,282,1920,0.146875,sci-fi,sci-fi,movie,6.3,basic,59,CA,13.99,Short
user_013,content_016,2024-01-12,791,3819,0.2071222833202409,thriller,thriller,documentary,7.6,basic,59,CA,13.99,Long
user_013,content_018,2024-03-29,251,2893,0.0867611475976495,thriller,thriller,movie,8.6,basic,59,CA,13.99,Medium
user_013,content_021,2024-01-18,735,4374,0.16803840877914952,horror,horror,movie,7.8,basic,59,CA,13.99,Very Long
user_013,content_025,2024-02-20,3677,9989,0.3681049154069476,sci-fi,sci-fi,movie,9.3,basic,59,CA,13.99,Very Long
user_013,content_058,2024-02-24,589,2345,0.2511727078891258,romance,romance,series,7.3,basic,59,CA,13.99,Short
user_013,content_062,2024-01-23,441,3502,0.12592804111936037,romance,romance,series,7.9,basic,59,CA,13.99,Long
user_013,content_064,2024-03-09,838,3689,0.22716183247492544,documentary,documentary,movie,6.9,basic,59,CA,13.99,Long
user_013,content_072,2024-03-08,88,3387,0.025981694715087097,horror,horror,documentary,9.4,basic,59,CA,13.99,Medium
user_013,content_077,2024-01-18,1013,3034,0.3338826631509558,horror,horror,movie,6.6,basic,59,CA,13.99,Medium
user_013,content_090,2024-03-14,1005,1826,0.5503833515881709,comedy,comedy,documentary,6.1,basic,59,CA,13.99,Short
user_013,content_093,2024-03-03,203,3006,0.06753160345974717,drama,drama,documentary,9.4,basic,59,CA,13.99,Medium
